framerate: 11.4535578104
         40548128 function calls (40546794 primitive calls) in 115.655 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(PointbiserialrResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Power_divergenceResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RanksumsResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RepeatedResults)
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SkewtestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SpearmanrResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Std_dev)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_indResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_relResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Variance)
        1    0.000    0.000    0.000    0.000 <string>:1(WeightedTauResult)
        1    0.000    0.000    0.000    0.000 <string>:1(WilcoxonResult)
        1    0.000    0.000    0.000    0.000 <string>:1(_CVScoreTuple)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
      350    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 COLORS.py:3(<module>)
        1    0.000    0.000    0.000    0.000 Queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        5    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        2    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        3    0.000    0.000    0.000    0.000 UserDict.py:91(get)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 __init__.pxd:1009(import_array)
       12    0.014    0.001    0.117    0.010 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.014    0.014 __init__.py:100(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1025(getLogger)
        1    0.001    0.001    0.069    0.069 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:109(cpu_count)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.002    0.002    0.024    0.024 __init__.py:110(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1112(Logger)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:113(Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1298(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:131(Value)
        1    0.001    0.001    0.002    0.002 __init__.py:134(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1387(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(__init__)
        1    0.001    0.001    0.077    0.077 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.001    0.001    0.004    0.004 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:1567(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.001    0.001    0.011    0.011 __init__.py:172(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        4    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.004    0.004    0.010    0.010 __init__.py:184(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.001    0.001    0.002    0.002 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.001    0.001 __init__.py:192(Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        3    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
        3    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
        1    0.002    0.002    0.028    0.028 __init__.py:220(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.001    0.001    0.010    0.010 __init__.py:266(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:288(c_wchar_p)
   644632    0.192    0.000    0.192    0.000 __init__.py:29(get_config)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar)
        2    0.000    0.000    0.149    0.075 __init__.py:294(loads)
        5    0.002    0.000    0.067    0.013 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.002    0.002    0.163    0.163 __init__.py:342(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:356(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:36(<module>)
  1608721    1.494    0.000    1.731    0.000 __init__.py:374(gen_batches)
        1    0.000    0.000    0.000    0.000 __init__.py:385(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        5    0.005    0.001    0.381    0.076 __init__.py:4(<module>)
        1    0.002    0.002    0.005    0.005 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:426(__init__)
        1    0.001    0.001    0.001    0.001 __init__.py:44(<module>)
        2    0.001    0.001    0.009    0.005 __init__.py:45(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:490(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        4    0.000    0.000    0.000    0.000 __init__.py:498(cast)
        3    0.002    0.001    0.020    0.007 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:503(BufferingFormatter)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Filter)
        2    0.001    0.000    0.014    0.007 __init__.py:57(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:582(Filterer)
        3    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        1    0.002    0.002    0.014    0.014 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(DummyProcess)
        1    0.001    0.001    0.003    0.003 __init__.py:634(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:646(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:656(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:665(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:694(createLock)
        2    0.001    0.000    0.018    0.009 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BufferTooShort)
        8    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:77(TimeoutError)
        1    0.000    0.000    0.003    0.003 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:80(AuthenticationError)
        1    0.000    0.000    0.000    0.000 __init__.py:820(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:827(__init__)
        1    0.001    0.001    0.004    0.004 __init__.py:86(<module>)
        1    0.002    0.002    0.002    0.002 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:88(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:891(FileHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.004    0.004    0.007    0.007 __init__.py:90(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:963(PlaceHolder)
        1    0.000    0.000    0.002    0.002 __init__.py:99(<module>)
        4    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        5    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:16(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:184(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:251(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:274(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:290(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:38(BasinHoppingRunner)
        1    0.000    0.000    0.002    0.002 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:46(BSpline)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _compat.py:17(with_metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:101(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:139(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:170(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:9(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1012(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1050(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1107(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:113(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1166(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1272(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1349(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1394(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1447(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1517(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1555(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1646(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1704(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1760(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1831(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1936(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2034(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:205(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2085(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2172(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2219(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2396(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:250(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2533(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2594(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2660(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2711(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2753(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2806(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2865(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:290(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2908(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2960(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3011(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3049(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3092(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3161(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3215(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3284(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:334(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3340(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3387(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3434(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:347(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3475(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3524(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3573(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3639(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3693(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:37(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3742(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:379(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3800(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3933(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3986(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4040(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4077(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4330(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4387(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4477(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4522(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4573(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4651(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4718(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4814(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4883(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4938(pearson3_gen)
        1    0.003    0.003    0.090    0.090 _continuous_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5083(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5136(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5178(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5218(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5270(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:53(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5333(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5384(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5448(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:545(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5492(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5529(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5602(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5660(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5733(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5792(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5855(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5905(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5915(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6096(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:611(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6148(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6191(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6253(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6319(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6381(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6486(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6550(rv_histogram)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:666(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:721(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:796(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:848(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:897(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:959(chi2_gen)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:19(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 _datasource.py:136(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:13(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:197(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:458(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:507(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:226(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:148(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:19(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:216(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:279(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:415(logser_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:468(poisson_gen)
        1    0.000    0.000    0.011    0.011 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:532(planck_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:597(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:654(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:726(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:769(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:822(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:92(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1313(rv_continuous)
       98    0.003    0.000    0.086    0.001 _distn_infrastructure.py:1487(__init__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2525(rv_discrete)
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2657(__new__)
       13    0.000    0.000    0.010    0.001 _distn_infrastructure.py:2668(__init__)
       13    0.000    0.000    0.007    0.001 _distn_infrastructure.py:2717(_construct_docstrings)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3295(rv_sample)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3378(get_distribution_names)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:427(rv_frozen)
        1    0.001    0.001    0.027    0.027 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(rv_generic)
      111    0.000    0.000    0.003    0.000 _distn_infrastructure.py:591(__init__)
      111    0.002    0.000    0.020    0.000 _distn_infrastructure.py:626(_construct_argparser)
      111    0.002    0.000    0.068    0.001 _distn_infrastructure.py:706(_construct_doc)
      230    0.000    0.000    0.000    0.000 _distn_infrastructure.py:714(<genexpr>)
        2    0.000    0.000    0.001    0.001 _distn_infrastructure.py:740(_construct_default_doc)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
